Sentence	Entities
"Lẩu thập cẩm với nhiều loại thịt như bò, heo, gà kết hợp với rau, nấm và gia vị đặc biệt là món ăn phù hợp cho buổi tối quây quần cùng bạn bè.
"	"[{""start"": 46, ""end"": 48, ""label"": ""NGUYEN_LIEU""}, {""start"": 66, ""end"": 69, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 37, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 113, ""end"": 115, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""CACH_CHE_BIEN""}]"
"Lẩu cá diêu hồng tươi ngon, nước lẩu chua thanh từ me, ăn kèm với bún tươi và các loại rau sống, mang lại sự kết hợp hoàn hảo cho món ăn này.
"	"[{""start"": 51, ""end"": 53, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 87, ""end"": 95, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 6, ""label"": ""NGUYEN_LIEU""}, {""start"": 66, ""end"": 69, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 16, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""CACH_CHE_BIEN""}]"
"Lẩu xương hầm được chế biến từ xương bò, nấu nhừ trong nhiều giờ, kết hợp với các loại rau xanh tươi và gia vị, tạo nên món lẩu bổ dưỡng, thanh đạm.
"	"[{""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 37, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 78, ""end"": 80, ""label"": ""NGUYEN_LIEU""}, {""start"": 87, ""end"": 95, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 13, ""label"": ""NGUYEN_LIEU""}, {""start"": 31, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 10, ""end"": 13, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 3, ""label"": ""CACH_CHE_BIEN""}]"
"Món lẩu tomyum Thái Lan với nước dùng cay nồng, thêm chút chua từ chanh, hành tây, nấm và tôm, tạo ra món lẩu đầy hấp dẫn, chắc chắn không thể bỏ qua.
"	"[{""start"": 73, ""end"": 81, ""label"": ""NGUYEN_LIEU""}, {""start"": 66, ""end"": 71, ""label"": ""NGUYEN_LIEU""}, {""start"": 83, ""end"": 86, ""label"": ""NGUYEN_LIEU""}, {""start"": 73, ""end"": 77, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 90, ""end"": 93, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 114, ""end"": 117, ""label"": ""CACH_CHE_BIEN""}, {""start"": 4, ""end"": 7, ""label"": ""CACH_CHE_BIEN""}]"
"Lẩu bò nhúng dấm với thịt bò mềm mịn, nước dùng dấm chua nhẹ và rau sống tươi ngon, là sự lựa chọn lý tưởng cho những buổi tụ tập bạn bè.
"	"[{""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 6, ""label"": ""NGUYEN_LIEU""}, {""start"": 64, ""end"": 72, ""label"": ""NGUYEN_LIEU""}, {""start"": 58, ""end"": 60, ""label"": ""NGUYEN_LIEU""}, {""start"": 38, ""end"": 42, ""label"": ""NGUYEN_LIEU""}, {""start"": 21, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 16, ""label"": ""NGUYEN_LIEU""}, {""start"": 120, ""end"": 122, ""label"": ""NGUYEN_LIEU""}, {""start"": 21, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""CACH_CHE_BIEN""}]"
"Chúng tôi cung cấp món lẩu hải sản đặc biệt với tôm sú, mực, cua và sò điệp, tất cả đều tươi ngon, ăn kèm với bún tươi và rau muống giòn.
"	"[{""start"": 31, ""end"": 33, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 26, ""label"": ""NGUYEN_LIEU""}, {""start"": 122, ""end"": 131, ""label"": ""NGUYEN_LIEU""}, {""start"": 48, ""end"": 51, ""label"": ""NGUYEN_LIEU""}, {""start"": 56, ""end"": 59, ""label"": ""NGUYEN_LIEU""}, {""start"": 68, ""end"": 75, ""label"": ""NGUYEN_LIEU""}, {""start"": 110, ""end"": 113, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 26, ""label"": ""CACH_CHE_BIEN""}]"
"Lẩu chân gà ngâm sả ớt với nước lẩu chua cay vừa miệng, chân gà giòn ngon, có thể ăn kèm với các loại rau sống và bánh tráng nướng.
"	"[{""start"": 9, ""end"": 11, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 114, ""end"": 124, ""label"": ""NGUYEN_LIEU""}, {""start"": 102, ""end"": 110, ""label"": ""NGUYEN_LIEU""}, {""start"": 27, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 93, ""end"": 95, ""label"": ""NGUYEN_LIEU""}, {""start"": 125, ""end"": 130, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 3, ""label"": ""CACH_CHE_BIEN""}, {""start"": 12, ""end"": 16, ""label"": ""CACH_CHE_BIEN""}, {""start"": 114, ""end"": 118, ""label"": ""CACH_CHE_BIEN""}, {""start"": 120, ""end"": 123, ""label"": ""CACH_CHE_BIEN""}]"
"Món sò điệp nướng mỡ hành tại nhà hàng của chúng tôi là sự kết hợp hoàn hảo giữa vị ngọt của sò điệp và hương thơm từ mỡ hành, rất đáng thử.
"	"[{""start"": 21, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 18, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 11, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 17, ""label"": ""CACH_CHE_BIEN""}]"
"Cửa hàng chúng tôi chuyên cung cấp các loại cá biển tươi ngon như cá hồi, cá ngừ, cá trích, chế biến thành sashimi hoặc nướng, mang lại trải nghiệm ẩm thực tươi mới.
"	"[{""start"": 102, ""end"": 106, ""label"": ""NGUYEN_LIEU""}, {""start"": 35, ""end"": 37, ""label"": ""NGUYEN_LIEU""}, {""start"": 66, ""end"": 72, ""label"": ""NGUYEN_LIEU""}, {""start"": 74, ""end"": 80, ""label"": ""NGUYEN_LIEU""}, {""start"": 69, ""end"": 72, ""label"": ""NGUYEN_LIEU""}, {""start"": 120, ""end"": 125, ""label"": ""CACH_CHE_BIEN""}]"
"Mực trứng nướng muối ớt tại quán của chúng tôi sẽ khiến bạn mê mẩn, mực giòn ngọt, gia vị nướng đậm đà, rất phù hợp cho bữa ăn tối.
"	"[{""start"": 16, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 21, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 10, ""end"": 15, ""label"": ""CACH_CHE_BIEN""}]"
"Tôm sú hấp bia đặc biệt, với tôm tươi được hấp trong bia, kết hợp với gia vị đậm đà, mang lại một món ăn mới lạ và hấp dẫn cho bạn.
"	"[{""start"": 11, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 29, ""end"": 37, ""label"": ""NGUYEN_LIEU""}, {""start"": 7, ""end"": 10, ""label"": ""CACH_CHE_BIEN""}]"
"Nhà hàng của chúng tôi phục vụ món cá chình nướng than hoa, thịt cá mềm, ngọt, kết hợp với gia vị đặc trưng, tạo nên một món ăn đầy hương vị.
"	"[{""start"": 35, ""end"": 37, ""label"": ""NGUYEN_LIEU""}, {""start"": 60, ""end"": 64, ""label"": ""NGUYEN_LIEU""}, {""start"": 44, ""end"": 49, ""label"": ""CACH_CHE_BIEN""}, {""start"": 44, ""end"": 54, ""label"": ""CACH_CHE_BIEN""}]"
"Món cá bớp nướng muối ớt tại quán luôn được chế biến từ cá tươi ngon, nướng vừa tới, giữ nguyên độ ngọt của thịt cá kết hợp cùng gia vị đậm đà.
"	"[{""start"": 17, ""end"": 21, ""label"": ""NGUYEN_LIEU""}, {""start"": 22, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 6, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 108, ""end"": 112, ""label"": ""NGUYEN_LIEU""}, {""start"": 11, ""end"": 16, ""label"": ""CACH_CHE_BIEN""}]"
"Chúng tôi mang đến món gỏi hải sản tươi ngon, với tôm, mực, sò điệp kết hợp với các loại rau thơm và gia vị đặc trưng, sẽ là món khai vị tuyệt vời cho bữa ăn của bạn.
"	"[{""start"": 31, ""end"": 33, ""label"": ""NGUYEN_LIEU""}, {""start"": 50, ""end"": 53, ""label"": ""NGUYEN_LIEU""}, {""start"": 55, ""end"": 58, ""label"": ""NGUYEN_LIEU""}, {""start"": 80, ""end"": 82, ""label"": ""NGUYEN_LIEU""}, {""start"": 60, ""end"": 67, ""label"": ""NGUYEN_LIEU""}, {""start"": 89, ""end"": 97, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 26, ""label"": ""CACH_CHE_BIEN""}]"
"Tại nhà hàng, món ốc móng tay xào tỏi ớt là một trong những món ăn được yêu thích nhất, với ốc tươi ngon, xào cùng tỏi và ớt tạo nên hương vị đậm đà khó quên.
"	"[{""start"": 34, ""end"": 37, ""label"": ""NGUYEN_LIEU""}, {""start"": 38, ""end"": 40, ""label"": ""NGUYEN_LIEU""}, {""start"": 30, ""end"": 33, ""label"": ""CACH_CHE_BIEN""}]"
"Hãy thưởng thức món tôm hùm nướng phô mai tại quán của chúng tôi, với lớp phô mai béo ngậy phủ trên tôm tươi, hứa hẹn sẽ mang đến một bữa ăn tuyệt vời.
"	"[{""start"": 34, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 114, ""end"": 116, ""label"": ""NGUYEN_LIEU""}, {""start"": 100, ""end"": 108, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 33, ""label"": ""CACH_CHE_BIEN""}]"
"Món gỏi cá ngừ tươi ngon tại quán của chúng tôi sẽ khiến bạn bất ngờ với độ tươi của cá và sự hòa quyện tuyệt vời của các loại gia vị.
"	"[{""start"": 8, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""CACH_CHE_BIEN""}]"
"Mực ống nhồi thịt nướng tại quán không chỉ đẹp mắt mà còn rất thơm ngon, vị mực giòn ngọt hòa quyện với nhân thịt mềm mại.
"	"[{""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 9, ""end"": 12, ""label"": ""NGUYEN_LIEU""}, {""start"": 18, ""end"": 23, ""label"": ""CACH_CHE_BIEN""}]"
"Cửa hàng hải sản của chúng tôi có món tôm hấp gừng, tôm tươi được hấp cùng gừng tươi, mang đến một món ăn thơm ngon, dễ ăn và rất bổ dưỡng.
"	"[{""start"": 13, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 46, ""end"": 50, ""label"": ""NGUYEN_LIEU""}, {""start"": 38, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 52, ""end"": 60, ""label"": ""NGUYEN_LIEU""}, {""start"": 42, ""end"": 45, ""label"": ""CACH_CHE_BIEN""}]"
"Chúng tôi cung cấp món bạch tuộc nướng muối ớt, bạch tuộc tươi ngon được nướng chín tới, giữ được vị ngọt tự nhiên, kết hợp với gia vị muối ớt đậm đà.
"	"[{""start"": 39, ""end"": 43, ""label"": ""NGUYEN_LIEU""}, {""start"": 44, ""end"": 46, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 33, ""end"": 38, ""label"": ""CACH_CHE_BIEN""}]"
"Món chả cá lã vọng đặc trưng của Hà Nội được chế biến từ cá lăng tươi ngon, ăn kèm với bún, rau thơm, mang đến một trải nghiệm ẩm thực thú vị.
"	"[{""start"": 8, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 87, ""end"": 90, ""label"": ""NGUYEN_LIEU""}, {""start"": 57, ""end"": 64, ""label"": ""NGUYEN_LIEU""}, {""start"": 92, ""end"": 100, ""label"": ""NGUYEN_LIEU""}]"
"Hãy thử món cá bơn chiên giòn tại nhà hàng của chúng tôi, với lớp vỏ ngoài giòn rụm, thịt cá mềm ngọt, rất thích hợp để ăn kèm với cơm trắng hoặc rau sống.
"	"[{""start"": 146, ""end"": 154, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 131, ""end"": 134, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 85, ""end"": 89, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 24, ""label"": ""CACH_CHE_BIEN""}]"
"Món cá lóc nướng trui tại quán của chúng tôi là một đặc sản không thể bỏ qua, cá được nướng chín vừa tới, thịt ngọt và thơm, ăn kèm với rau sống và gia vị.
"	"[{""start"": 56, ""end"": 58, ""label"": ""NGUYEN_LIEU""}, {""start"": 136, ""end"": 144, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 6, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 106, ""end"": 110, ""label"": ""NGUYEN_LIEU""}, {""start"": 11, ""end"": 16, ""label"": ""CACH_CHE_BIEN""}]"
"Tại nhà hàng, chúng tôi phục vụ món cháo hàu tươi ngon, với hàu tươi được chế biến thành cháo, mang đến hương vị mát lành và bổ dưỡng.
"	"[{""start"": 84, ""end"": 88, ""label"": ""NGUYEN_LIEU""}]"
"Món súp hải sản của chúng tôi với tôm, mực và cá tươi ngon, được nấu trong nước dùng ngọt ngào, sẽ là món ăn lý tưởng cho bữa trưa hoặc tối nhẹ nhàng.
"	"[{""start"": 91, ""end"": 93, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 34, ""end"": 37, ""label"": ""NGUYEN_LIEU""}, {""start"": 141, ""end"": 143, ""label"": ""NGUYEN_LIEU""}, {""start"": 75, ""end"": 79, ""label"": ""NGUYEN_LIEU""}, {""start"": 39, ""end"": 42, ""label"": ""NGUYEN_LIEU""}, {""start"": 46, ""end"": 48, ""label"": ""NGUYEN_LIEU""}]"
"Cửa hàng của chúng tôi chuyên cung cấp các món ăn từ cá thu, từ cá thu nướng đến cá thu kho, tất cả đều được chế biến tươi ngon, giữ trọn vị ngọt tự nhiên của biển.
"	"[{""start"": 39, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 53, ""end"": 59, ""label"": ""NGUYEN_LIEU""}, {""start"": 88, ""end"": 91, ""label"": ""NGUYEN_LIEU""}, {""start"": 71, ""end"": 76, ""label"": ""CACH_CHE_BIEN""}, {""start"": 88, ""end"": 91, ""label"": ""CACH_CHE_BIEN""}]"
"Món sò lông nướng mỡ hành tại quán được làm từ sò lông tươi ngon, mỡ hành thơm lừng tạo nên sự kết hợp tuyệt vời, sẽ khiến bạn mê mẩn ngay từ lần đầu thưởng thức.
"	"[{""start"": 21, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 18, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 17, ""label"": ""CACH_CHE_BIEN""}]"
"Món lẩu chay với nấm rơm, đậu hũ chiên giòn và rau củ tươi ngon, nước lẩu thanh đạm, phù hợp cho những ai yêu thích ẩm thực chay.
"	"[{""start"": 17, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 47, ""end"": 53, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 26, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 65, ""end"": 69, ""label"": ""NGUYEN_LIEU""}, {""start"": 26, ""end"": 38, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 12, ""label"": ""NGUYEN_LIEU""}, {""start"": 33, ""end"": 38, ""label"": ""CACH_CHE_BIEN""}, {""start"": 4, ""end"": 7, ""label"": ""CACH_CHE_BIEN""}, {""start"": 8, ""end"": 12, ""label"": ""CACH_CHE_BIEN""}]"
"Chúng tôi giới thiệu món mì xào chay với rau củ tươi như cà rốt, cải ngọt, đậu hũ và nấm, tất cả được xào thấm gia vị, mang đến món ăn thanh mát nhưng đầy đủ dinh dưỡng.
"	"[{""start"": 57, ""end"": 63, ""label"": ""NGUYEN_LIEU""}, {""start"": 85, ""end"": 88, ""label"": ""NGUYEN_LIEU""}, {""start"": 41, ""end"": 47, ""label"": ""NGUYEN_LIEU""}, {""start"": 75, ""end"": 81, ""label"": ""NGUYEN_LIEU""}, {""start"": 65, ""end"": 73, ""label"": ""NGUYEN_LIEU""}, {""start"": 25, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 36, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 31, ""label"": ""CACH_CHE_BIEN""}, {""start"": 32, ""end"": 36, ""label"": ""CACH_CHE_BIEN""}]"
"Món cơm chay thập cẩm, với đậu hũ, nấm, rau xanh và các loại hạt được chế biến tinh tế, cung cấp đủ dưỡng chất mà vẫn nhẹ nhàng cho cơ thể.
"	"[{""start"": 35, ""end"": 38, ""label"": ""NGUYEN_LIEU""}, {""start"": 27, ""end"": 33, ""label"": ""NGUYEN_LIEU""}, {""start"": 119, ""end"": 121, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 52, ""end"": 54, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 48, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 12, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 12, ""label"": ""CACH_CHE_BIEN""}]"
"Món bún riêu chay với nước dùng ngọt thanh từ rau củ, đậu hũ non và cà chua, ăn kèm với các loại rau sống tạo nên hương vị thơm ngon, thanh mát.
"	"[{""start"": 68, ""end"": 75, ""label"": ""NGUYEN_LIEU""}, {""start"": 46, ""end"": 52, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 60, ""label"": ""NGUYEN_LIEU""}, {""start"": 97, ""end"": 105, ""label"": ""NGUYEN_LIEU""}, {""start"": 22, ""end"": 26, ""label"": ""NGUYEN_LIEU""}, {""start"": 88, ""end"": 90, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 64, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 17, ""label"": ""CACH_CHE_BIEN""}]"
"Hãy thử món nem chay, được làm từ đậu hũ, nấm và rau củ tươi ngon, cuốn trong bánh tráng mềm mịn, chấm với nước mắm chay pha chế đặc biệt.
"	"[{""start"": 107, ""end"": 115, ""label"": ""NGUYEN_LIEU""}, {""start"": 42, ""end"": 45, ""label"": ""NGUYEN_LIEU""}, {""start"": 112, ""end"": 115, ""label"": ""NGUYEN_LIEU""}, {""start"": 49, ""end"": 55, ""label"": ""NGUYEN_LIEU""}, {""start"": 34, ""end"": 40, ""label"": ""NGUYEN_LIEU""}, {""start"": 78, ""end"": 88, ""label"": ""NGUYEN_LIEU""}, {""start"": 107, ""end"": 111, ""label"": ""NGUYEN_LIEU""}, {""start"": 107, ""end"": 120, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 20, ""label"": ""CACH_CHE_BIEN""}, {""start"": 67, ""end"": 71, ""label"": ""CACH_CHE_BIEN""}, {""start"": 78, ""end"": 82, ""label"": ""CACH_CHE_BIEN""}, {""start"": 84, ""end"": 87, ""label"": ""CACH_CHE_BIEN""}]"
"Món đậu hũ sốt cà chua với rau ngót và nấm hương tạo nên một món ăn chay ngon miệng, thanh đạm nhưng đậm đà vị tự nhiên.
"	"[{""start"": 39, ""end"": 42, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 39, ""end"": 48, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 27, ""end"": 35, ""label"": ""NGUYEN_LIEU""}, {""start"": 68, ""end"": 72, ""label"": ""NGUYEN_LIEU""}, {""start"": 11, ""end"": 14, ""label"": ""CACH_CHE_BIEN""}, {""start"": 68, ""end"": 72, ""label"": ""CACH_CHE_BIEN""}]"
"Món chay đậu hũ chiên giòn, kết hợp với sốt chay chua ngọt, ăn kèm với cơm trắng hoặc bún tươi, chắc chắn sẽ làm bạn hài lòng.
"	"[{""start"": 9, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 71, ""end"": 74, ""label"": ""NGUYEN_LIEU""}, {""start"": 86, ""end"": 89, ""label"": ""NGUYEN_LIEU""}, {""start"": 9, ""end"": 21, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 8, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 21, ""label"": ""CACH_CHE_BIEN""}, {""start"": 40, ""end"": 43, ""label"": ""CACH_CHE_BIEN""}, {""start"": 4, ""end"": 8, ""label"": ""CACH_CHE_BIEN""}]"
"Món bắp cải cuốn chay với nấm, cà rốt, đậu hũ, tôm chay được cuộn trong lá bắp cải tươi ngon, khi ăn chấm với nước mắm chay, mang đến hương vị lạ miệng.
"	"[{""start"": 31, ""end"": 37, ""label"": ""NGUYEN_LIEU""}, {""start"": 110, ""end"": 118, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 11, ""label"": ""NGUYEN_LIEU""}, {""start"": 26, ""end"": 29, ""label"": ""NGUYEN_LIEU""}, {""start"": 115, ""end"": 118, ""label"": ""NGUYEN_LIEU""}, {""start"": 39, ""end"": 45, ""label"": ""NGUYEN_LIEU""}, {""start"": 47, ""end"": 50, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 110, ""end"": 114, ""label"": ""NGUYEN_LIEU""}, {""start"": 110, ""end"": 123, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 21, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 21, ""label"": ""CACH_CHE_BIEN""}, {""start"": 12, ""end"": 16, ""label"": ""CACH_CHE_BIEN""}]"
"Chúng tôi cung cấp món chả chay làm từ đậu hũ, nấm và rau củ xay nhuyễn, chiên vàng giòn, ăn kèm với cơm trắng hoặc bún, đem lại hương vị thơm ngon, bổ dưỡng.
"	"[{""start"": 47, ""end"": 50, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 60, ""label"": ""NGUYEN_LIEU""}, {""start"": 39, ""end"": 45, ""label"": ""NGUYEN_LIEU""}, {""start"": 101, ""end"": 104, ""label"": ""NGUYEN_LIEU""}, {""start"": 116, ""end"": 119, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 27, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 73, ""end"": 78, ""label"": ""CACH_CHE_BIEN""}, {""start"": 27, ""end"": 31, ""label"": ""CACH_CHE_BIEN""}]"
"Món bánh xèo chay, với lớp vỏ giòn tan, nhân đầy đủ từ đậu hũ, nấm và rau sống, chấm với nước mắm chay, tạo nên món ăn hấp dẫn và đậm đà.
"	"[{""start"": 89, ""end"": 97, ""label"": ""NGUYEN_LIEU""}, {""start"": 63, ""end"": 66, ""label"": ""NGUYEN_LIEU""}, {""start"": 94, ""end"": 97, ""label"": ""NGUYEN_LIEU""}, {""start"": 55, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 70, ""end"": 78, ""label"": ""NGUYEN_LIEU""}, {""start"": 89, ""end"": 93, ""label"": ""NGUYEN_LIEU""}, {""start"": 89, ""end"": 102, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 119, ""end"": 122, ""label"": ""CACH_CHE_BIEN""}, {""start"": 13, ""end"": 17, ""label"": ""CACH_CHE_BIEN""}, {""start"": 4, ""end"": 8, ""label"": ""CACH_CHE_BIEN""}]"
"Món canh rau ngót nấu đậu hũ thanh mát, là món ăn dễ làm nhưng mang đến hương vị thơm ngon và bổ dưỡng, phù hợp cho bữa ăn gia đình.
"	"[{""start"": 22, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 9, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 8, ""label"": ""CACH_CHE_BIEN""}]"
"Rau muống xào tỏi, món ăn đơn giản nhưng không thể thiếu trong bữa cơm gia đình, rau muống giòn ngọt kết hợp với tỏi phi thơm lừng.
"	"[{""start"": 14, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 67, ""end"": 70, ""label"": ""NGUYEN_LIEU""}, {""start"": 10, ""end"": 13, ""label"": ""CACH_CHE_BIEN""}]"
